City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Meulaboh,ID,4.1363,96.1285,76.08,95,100,6.24,heavy intensity rain
456,Kununurra,AU,-15.7667,128.7333,76.98,36,7,8.05,clear sky
457,Fayaoue,NC,-20.65,166.5333,78.04,75,0,16.78,clear sky
458,College,US,64.8569,-147.8028,53.92,64,75,8.05,light intensity shower rain
459,Plettenberg Bay,ZA,-34.0527,23.3716,62.51,69,8,4.76,clear sky
460,Half Moon Bay,US,37.4636,-122.4286,76.87,47,0,17.27,haze
461,Huaicheng,CN,23.9051,112.1931,70.79,81,98,0.92,overcast clouds
462,Ambulu,ID,-8.345,113.6058,75.83,91,53,2.39,broken clouds
463,Darnah,LY,32.767,22.6367,60.37,81,0,0.51,clear sky
464,Kenai,US,60.5544,-151.2583,55.49,81,100,14.97,moderate rain
465,Ravar,IR,31.2656,56.8055,76.64,21,77,7.29,broken clouds
466,Cancun,MX,21.1743,-86.8466,86.05,70,75,14.97,broken clouds
467,Westport,US,41.1415,-73.3579,71.62,37,0,8.05,clear sky
468,Grand Gaube,MU,-20.0064,57.6608,76.37,82,13,11.01,few clouds
469,Escuintla,GT,14.305,-90.785,93.88,81,100,2.08,overcast clouds
470,Mattru,SL,7.6244,-11.8332,74.71,95,30,8.97,heavy intensity rain
471,Almaznyy,RU,48.0448,40.045,44.87,54,100,14.9,overcast clouds
472,Aykhal,RU,66.0,111.5,31.32,89,100,14.7,overcast clouds
473,Roma,US,43.2128,-75.4557,62.74,43,0,9.22,clear sky
474,Marsa Matruh,EG,31.3525,27.2453,62.8,82,0,9.22,clear sky
475,Syracuse,IT,37.0881,15.2792,63.77,83,43,12.62,light rain
476,Sorland,NO,67.667,12.6934,40.73,76,100,28.25,overcast clouds
477,Taiyuan,CN,37.8694,112.5603,66.06,59,0,6.71,clear sky
478,Adrar,MR,20.5022,-10.0711,82.58,17,72,11.52,broken clouds
479,Frutal,BR,-20.0247,-48.9406,62.04,50,0,1.9,clear sky
480,Sisimiut,GL,66.9395,-53.6735,25.38,69,2,6.58,clear sky
481,Cienfuegos,CU,22.1461,-80.4356,84.34,65,43,5.75,scattered clouds
482,Omsukchan,RU,62.5333,155.8,31.08,81,100,9.55,overcast clouds
483,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,88,40,19.13,scattered clouds
484,Port Hedland,AU,-20.3167,118.5667,68.05,52,0,9.22,clear sky
485,Shimoda,JP,34.6667,138.95,66.11,73,100,2.28,overcast clouds
486,Eidfjord,NO,60.4675,7.0719,40.95,94,88,2.84,overcast clouds
487,Huescar,ES,37.811,-2.5412,54.12,62,8,1.57,clear sky
488,Asau,RO,46.4333,26.4,43.72,85,17,1.5,few clouds
489,Manzhouli,CN,49.6,117.4333,39.63,27,91,15.66,overcast clouds
490,Westerland,DE,54.9079,8.3033,44.62,100,40,3.44,scattered clouds
491,Belaya Gora,RU,68.5333,146.4167,31.71,100,100,7.34,light snow
492,Dhidhdhoo,MV,6.8833,73.1,83.39,74,100,7.67,moderate rain
493,Ormara,PK,25.2088,64.6357,80.17,76,0,6.82,clear sky
494,Yarmouth,US,41.7057,-70.2286,58.64,68,0,8.05,clear sky
495,Ures,MX,29.4333,-110.4,94.01,11,0,10.09,clear sky
496,Saint Anthony,US,45.0205,-93.218,66.83,41,100,5.75,overcast clouds
497,Rosario Oeste,BR,-14.8361,-56.4275,68.36,52,0,3.0,clear sky
498,Hammerfest,NO,70.6634,23.6821,37.85,81,40,3.44,scattered clouds
499,Varnamo,SE,57.186,14.04,42.31,96,43,5.23,scattered clouds
500,Pampa,US,35.5362,-100.9599,73.44,31,40,25.32,scattered clouds
501,Teya,RU,60.3778,92.6267,34.9,85,98,2.84,overcast clouds
502,Buinsk,RU,54.95,48.2833,32.13,68,0,7.2,clear sky
503,Qui Nhon,VN,13.7667,109.2333,76.19,90,100,5.68,overcast clouds
504,Arlit,NE,18.7369,7.3853,92.43,11,66,10.8,broken clouds
505,Fuxin,CN,42.0156,121.6589,54.72,32,99,14.63,overcast clouds
506,Souillac,MU,-20.5167,57.5167,75.58,88,75,17.27,light intensity shower rain
507,Lebedinyy,RU,58.5167,125.5167,26.55,94,100,14.79,snow
508,Margate,GB,51.3813,1.3862,53.69,78,84,1.99,broken clouds
509,Rock Sound,BS,24.9,-76.2,78.24,69,0,1.19,clear sky
510,Kitgum,UG,3.2783,32.8867,68.74,79,27,2.66,scattered clouds
511,Rio Gallegos,AR,-51.6226,-69.2181,51.85,46,40,16.11,scattered clouds
512,Ahipara,NZ,-35.1667,173.1667,66.88,63,20,7.63,few clouds
513,Malinyi,TZ,-8.9333,36.1333,69.91,95,89,1.12,light rain
514,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,63.43,84,66,6.6,broken clouds
515,Hailar,CN,49.2,119.7,41.38,24,39,17.6,scattered clouds
516,Tsumeb,NA,-19.2333,17.7167,61.7,43,0,7.83,clear sky
517,Cherepanovo,RU,54.2222,83.381,43.38,44,79,4.29,broken clouds
518,Henties Bay,NA,-22.116,14.2845,65.97,61,0,4.94,clear sky
519,Hastings,GB,50.8552,0.5729,54.25,78,44,4.88,scattered clouds
520,Ron,IN,15.6667,75.7333,78.39,72,84,5.86,broken clouds
521,Puerto Narino,CO,-3.7703,-70.3831,72.7,97,81,2.28,heavy intensity rain
522,Villa Carlos Paz,AR,-31.4241,-64.4978,56.48,44,18,2.51,few clouds
523,Murzzuschlag,AT,47.6,15.6833,52.25,82,90,1.16,overcast clouds
524,Luena,AO,-11.7833,19.9167,61.07,76,71,3.83,broken clouds
525,Nagornyy,RU,52.7959,83.5498,47.8,43,97,0.36,overcast clouds
526,Sinegorye,RU,62.0788,150.477,32.74,82,100,8.72,overcast clouds
527,Nueva Germania,PY,-23.9,-56.5667,67.66,73,98,3.56,overcast clouds
528,Cosala,MX,24.4125,-106.6908,93.0,22,0,9.62,clear sky
529,Bastia,FR,42.6667,9.3333,57.0,92,75,4.61,light rain
530,General Roca,AR,-39.0333,-67.5833,64.62,40,7,8.34,clear sky
531,Kaseda,JP,31.4167,130.3167,67.48,89,100,12.91,overcast clouds
532,Fortuna,US,40.5982,-124.1573,61.14,87,100,14.97,overcast clouds
533,Biak,ID,-0.9131,122.8766,79.27,80,94,0.89,overcast clouds
534,Beidao,CN,34.5686,105.8933,58.95,79,0,3.49,clear sky
535,Imbituba,BR,-28.24,-48.6703,67.86,80,1,10.0,clear sky
536,Atar,MR,20.5169,-13.0499,83.8,13,2,6.71,clear sky
537,Monzon,ES,41.9108,0.1941,59.86,60,4,5.32,clear sky
538,Port Hardy,CA,50.6996,-127.4199,46.58,87,100,8.05,light rain
539,Doha,QA,25.2867,51.5333,89.58,37,0,5.75,clear sky
540,Neuquen,AR,-38.9516,-68.0591,60.69,55,0,0.0,clear sky
541,Dondo,MZ,-19.6094,34.7431,69.31,84,4,3.04,clear sky
542,Coari,BR,-4.085,-63.1414,75.45,97,22,2.19,few clouds
543,Zapolyarnyy,RU,69.4154,30.8136,31.28,98,99,6.73,light snow
544,Teyateyaneng,LS,-29.1472,27.7489,48.43,54,0,1.68,clear sky
545,Makakilo City,US,21.3469,-158.0858,82.72,56,40,19.57,scattered clouds
546,Ketou,BJ,7.3633,2.5998,77.81,85,95,5.48,overcast clouds
547,Palmas,BR,-10.2128,-48.3603,75.07,94,75,2.3,light rain
548,Mao,ES,39.8885,4.2658,61.36,67,0,17.27,clear sky
549,Gilgit,PK,35.9221,74.3087,65.44,63,98,1.5,overcast clouds
550,Deer Lake,CA,49.1667,-57.4316,40.86,81,75,6.91,broken clouds
551,Neustadt,DE,49.7117,12.0872,53.38,74,100,0.0,overcast clouds
552,Nouadhibou,MR,20.931,-17.0347,66.18,77,35,18.41,scattered clouds
553,Zeya,RU,53.75,127.2667,41.76,38,100,10.85,overcast clouds
554,Buraydah,SA,26.326,43.975,84.65,24,1,8.1,clear sky
555,Abu Dhabi,AE,24.4667,54.3667,82.51,63,0,4.61,clear sky
556,Stuttgart,DE,48.7823,9.177,56.57,88,20,4.61,light rain
557,Diapaga,BF,12.0708,1.7889,88.54,45,93,12.91,overcast clouds
558,Trincomalee,LK,8.5711,81.2335,80.22,85,93,10.83,overcast clouds
559,Tiarei,PF,-17.5333,-149.3333,80.62,80,69,10.47,broken clouds
560,Brae,GB,60.3964,-1.353,49.69,97,100,17.81,light rain
561,Brownsville,US,25.9018,-97.4975,91.38,62,0,21.85,clear sky
562,Nemuro,JP,43.3236,145.575,42.87,91,13,10.38,few clouds
563,Katima Mulilo,NA,-17.5,24.2667,61.14,55,3,2.68,clear sky
564,Corrales,US,35.2378,-106.6067,80.38,12,0,20.0,clear sky
565,Kudahuvadhoo,MV,2.6708,72.8944,83.17,71,100,9.6,overcast clouds
566,Pullman,US,46.7313,-117.1796,57.43,91,100,5.99,heavy intensity rain
567,Baie-Comeau,CA,49.2168,-68.1489,44.28,42,100,9.22,overcast clouds
568,Mettur,IN,11.8,77.8,77.9,82,99,4.47,overcast clouds
569,Ilo,PE,-17.6394,-71.3375,66.29,84,20,6.8,few clouds
570,Mandurah,AU,-32.55,115.7,52.92,59,0,17.18,clear sky
571,Parana,AR,-31.732,-60.5238,66.51,84,0,7.23,clear sky
572,Kropotkin,RU,45.4375,40.5756,50.56,98,100,11.56,light rain
573,Abu Samrah,SY,35.3029,37.1841,54.99,79,30,9.8,scattered clouds
574,Caruray,PH,10.3094,119.0128,81.93,81,86,4.21,overcast clouds
575,Prieska,ZA,-29.6641,22.7474,65.26,32,0,3.62,clear sky
576,Vozhega,RU,60.4725,40.2213,28.67,95,77,4.76,broken clouds
577,Barabai,ID,-2.5833,115.3833,75.4,94,63,1.63,broken clouds
578,Pokrovsk,UA,48.282,37.1758,43.56,63,100,12.37,overcast clouds
579,Victor Harbor,AU,-35.5667,138.6167,47.68,71,24,10.76,few clouds
580,Grindavik,IS,63.8424,-22.4338,39.15,81,40,18.41,scattered clouds
581,Galveston,US,29.3669,-94.9669,87.91,80,100,21.85,overcast clouds
582,Egvekinot,RU,66.3167,-179.1667,19.26,82,77,3.09,broken clouds
583,Carbondale,US,37.7273,-89.2168,65.05,88,75,9.22,broken clouds
584,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,33,0,16.11,clear sky
585,Labuhan,ID,-6.8844,112.2051,77.85,88,14,5.03,few clouds
586,Sechura,PE,-5.5569,-80.8222,71.69,68,74,17.63,broken clouds
587,Itirucu,BR,-13.5317,-40.1503,67.26,89,47,6.33,scattered clouds
588,Povenets,RU,62.8487,34.8262,34.27,94,100,5.21,light snow
589,Srednebelaya,RU,50.6594,128.0106,44.98,49,100,17.25,overcast clouds
590,Trairi,BR,-3.2778,-39.2689,77.14,85,80,8.75,broken clouds
591,Saint-Joseph,RE,-21.3667,55.6167,73.78,82,42,15.1,light rain
592,Matara,LK,5.9485,80.5353,79.09,86,96,10.96,heavy intensity rain
593,Lucea,JM,18.451,-78.1736,82.26,75,36,7.2,scattered clouds
594,Sangueya,GN,10.7,-14.3667,79.32,67,9,2.77,clear sky
595,Bria,CF,6.5423,21.9863,72.41,82,100,3.06,overcast clouds
596,Puerto Ayacucho,VE,5.6639,-67.6236,77.81,87,84,3.33,light rain
597,La Gomera,GT,14.0833,-91.05,91.11,69,100,5.01,overcast clouds
598,Seydi,TM,39.4816,62.9137,74.95,37,0,7.56,clear sky
599,Manicore,BR,-5.8092,-61.3003,74.91,98,82,1.72,broken clouds
600,Jablanica,BA,43.6603,17.7617,53.67,79,77,2.04,broken clouds
601,Meadow Lake,US,34.8014,-106.5436,78.73,12,0,18.21,clear sky
602,Xuddur,SO,4.1213,43.8894,74.59,80,19,13.4,few clouds
603,Saint-Pierre,RE,-21.3393,55.4781,74.88,83,20,25.32,few clouds
604,Kochubey,RU,44.3861,46.5825,55.71,91,100,19.39,light rain
605,Tacuarembo,UY,-31.7333,-55.9833,55.18,85,46,3.04,scattered clouds
606,Sembe,CG,1.6481,14.5806,71.55,99,100,1.3,moderate rain
607,Laredo,US,27.5064,-99.5075,95.25,52,0,6.91,clear sky
608,Monywa,MM,22.1167,95.1333,80.67,63,28,5.46,scattered clouds
609,Tautira,PF,-17.7333,-149.15,81.21,78,86,11.12,light rain
610,Jiayuguan,CN,39.8167,98.3,54.12,28,94,5.35,overcast clouds
611,Cagliliog,PH,13.9016,123.2913,81.19,79,58,3.2,broken clouds
612,Saint-Georges,GD,12.0564,-61.7485,82.08,74,20,20.71,few clouds
613,Lethem,GY,3.3803,-59.7968,82.42,70,66,7.29,broken clouds
614,Kang,BW,-23.6752,22.7876,61.86,38,5,4.88,clear sky
615,Bouna,CI,9.2667,-3.0,81.82,60,97,4.7,overcast clouds
616,La Rioja,ES,42.25,-2.5,40.78,94,45,4.0,scattered clouds
617,Mansfield,GB,53.1333,-1.2,56.59,84,48,3.53,scattered clouds
618,Bulalacao,PH,12.3254,121.3435,82.56,74,46,13.29,scattered clouds
619,Popondetta,PG,-8.7537,148.2534,82.44,71,77,0.69,broken clouds
620,Takoradi,GH,4.8845,-1.7554,80.91,83,35,8.03,scattered clouds
621,Uige,AO,-7.6087,15.0613,68.58,77,61,3.36,broken clouds
622,Mandera,KE,3.9366,41.867,79.97,67,41,8.9,scattered clouds
623,Atasu,KZ,48.6814,71.6433,51.13,60,0,3.65,clear sky
624,Ferkessedougou,CI,9.6,-5.2,83.12,52,42,5.75,scattered clouds
625,Kamenka,RU,51.3223,42.7678,37.53,64,90,6.96,overcast clouds
626,Svay Rieng,KH,11.0879,105.7993,78.96,89,97,5.64,overcast clouds
627,Zaranj,AF,30.9667,61.8833,81.64,13,0,7.14,clear sky
628,Changli,CN,39.7042,119.1506,59.58,47,100,16.11,heavy intensity rain
629,Potiskum,NG,11.7091,11.0694,91.96,30,100,6.87,overcast clouds
630,Saint-Louis,SN,16.3333,-15.0,92.84,21,2,14.05,clear sky
631,Ahuimanu,US,21.4447,-157.8378,83.91,70,75,19.57,broken clouds
632,Dalhousie,IN,32.5333,75.9833,55.47,47,5,8.52,clear sky
633,Khandbari,NP,27.3747,87.2039,68.67,79,91,1.52,overcast clouds
634,Cervo,ES,43.6702,-7.4101,57.96,89,27,10.67,scattered clouds
635,Altay,CN,47.8667,88.1167,55.63,60,100,3.65,overcast clouds
636,Jalu,LY,29.0331,21.5482,72.1,26,12,9.84,few clouds
637,Khorixas,NA,-20.3667,14.9667,66.52,32,0,2.93,clear sky
638,Ambilobe,MG,-13.2,49.05,70.16,92,44,2.95,scattered clouds
639,Kande,TG,9.9578,1.0447,78.93,76,95,3.56,overcast clouds
640,Palmas Bellas,PA,9.2319,-80.0867,79.0,86,100,5.91,overcast clouds
641,Moindou,NC,-21.6924,165.677,77.16,72,7,5.68,clear sky
642,Aswan,EG,24.0934,32.907,76.3,16,0,6.91,clear sky
643,Beringovskiy,RU,63.05,179.3167,27.88,73,16,1.3,few clouds
644,Ulladulla,AU,-35.35,150.4667,52.7,51,0,10.74,clear sky
645,Gimli,CA,50.6336,-96.9907,51.82,62,37,13.8,scattered clouds
646,Sabang,ID,5.8933,95.3214,81.93,79,96,21.43,light rain
647,Hualmay,PE,-11.0964,-77.6139,65.75,86,16,10.38,few clouds
648,Porto Murtinho,BR,-21.6989,-57.8825,66.69,65,0,4.47,clear sky
649,Conselheiro Lafaiete,BR,-20.6603,-43.7861,60.93,88,57,2.75,broken clouds
650,Barra Do Garcas,BR,-15.89,-52.2567,73.18,54,0,4.63,clear sky
651,Wad Rawah,SD,15.1603,33.1397,96.53,19,41,5.95,scattered clouds
652,Lugovoy,KZ,42.9472,72.7644,55.26,72,64,4.72,broken clouds
653,Smithers,CA,54.7804,-127.1743,50.32,43,75,4.61,broken clouds
654,Flic En Flac,MU,-20.2742,57.3631,76.51,81,29,18.39,scattered clouds
655,Vanavara,RU,60.34,102.2797,35.78,79,100,4.9,overcast clouds
656,Cairns,AU,-16.9167,145.7667,79.07,83,15,10.36,few clouds
657,Espanola,US,35.9911,-106.0806,76.71,10,0,3.0,clear sky
658,Vostok,RU,46.4856,135.8833,61.23,45,92,8.61,overcast clouds
659,Caldwell,US,43.6629,-116.6874,71.74,32,100,12.66,overcast clouds
660,Salinopolis,BR,-0.6136,-47.3561,78.67,86,97,6.02,moderate rain
661,Nantucket,US,41.2835,-70.0995,55.54,72,0,6.91,clear sky
662,Maningrida,AU,-12.0667,134.2667,79.59,74,27,13.69,scattered clouds
663,Hobyo,SO,5.3505,48.5268,82.8,81,1,22.3,clear sky
664,Nishihara,JP,26.1842,127.7558,72.68,97,75,6.91,broken clouds
665,Victoria Point,AU,-27.5833,153.3,71.91,93,97,4.0,light rain
666,Nyurba,RU,63.2842,118.3319,34.2,96,100,7.38,overcast clouds
667,Tabou,CI,4.423,-7.3528,80.92,85,74,7.25,broken clouds
668,Suez,EG,29.9737,32.5263,58.96,71,0,7.23,clear sky
669,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,64.06,44,1,2.39,clear sky
670,Jatai,BR,-17.8814,-51.7144,64.11,65,3,3.38,clear sky
671,Bar Harbor,US,44.3876,-68.2039,62.74,23,0,11.5,clear sky
672,Port Moresby,PG,-9.4431,147.1797,78.22,94,40,5.75,scattered clouds
673,Livingstone,ZM,-17.8419,25.8543,60.6,71,17,2.13,few clouds
674,Kalabo,ZM,-14.97,22.6814,66.4,60,42,3.13,scattered clouds
675,Leticia,CO,-4.2153,-69.9406,78.85,89,40,4.61,scattered clouds
676,Zonguldak,TR,41.25,31.8333,42.06,94,47,3.24,scattered clouds
677,Kozhva,RU,65.1073,57.0459,24.01,90,62,5.03,broken clouds
678,Oktyabrskoye,RU,43.0645,44.7417,46.54,93,100,11.18,light rain
679,Blackfoot,US,43.1905,-112.345,70.05,43,100,20.89,overcast clouds
680,Palu,ID,-0.8917,119.8707,78.69,91,87,2.35,overcast clouds
681,Haines Junction,CA,60.7522,-137.5108,48.15,34,100,10.36,overcast clouds
682,Bengbu,CN,32.9408,117.3608,66.94,67,21,6.82,few clouds
683,Muramvya,BI,-3.2682,29.6079,58.48,92,60,0.92,broken clouds
